year,title,test,binary,budget,domgross,intgross,budget_2026$,domgross_2026$,intgross_2026$
2008,The Reader,notalk,FAIL,32500000,34194407,113019290,48890929,51439887,170019018
2008,The Secret Life of Bees,ok,PASS,11000000,37770162,39984023,16547698,56819024,60149416
2008,The Sisterhood of the Traveling Pants 2,ok,PASS,27000000,44089964,44270131,40617079,66326132,66597164
2008,The Strangers,dubious,FAIL,9000000,52597610,83051676,13539027,79124492,124937649
2008,The Tale of Despereaux,ok,PASS,60000000,50877145,90482317,90260177,76536334,136115832
2008,The Women,ok,PASS,16000000,26902075,50103808,24069380,40469767,75372975
2008,The Wrestler,notalk,FAIL,6000000,26238243,46634275,9026018,39471141,70153631
2008,Three Kingdoms: Resurrection of the Dragon,notalk,FAIL,20000000,#N/A,22139590,30086725,#N/A,33305388
2008,Transsiberian,ok,PASS,15000000,2203641,6379575,22565045,3315017,9597026
2008,Tropic Thunder,nowomen,FAIL,90000000,110461307,188163455,135390265,166170951,283061111
2008,Twilight,ok,PASS,37000000,192769854,397923934,55660443,289990683,598611408
2008,Valkyrie,notalk,FAIL,90000000,83077762,203902107,135390265,124976890,306737335
2008,Vicky Cristina Barcelona,ok,PASS,16000000,23216709,104504817,24069380,34925738,157210387
2008,WALL-E,notalk,FAIL,180000000,223808164,532590994,270780529,336682739,801195951
2008,Waltz with Bashir,nowomen,FAIL,2000000,2283849,11125664,3008673,3435677,16736740
2008,Wanted,notalk,FAIL,75000000,134508551,342416460,112825220,202346092,515109501
2008,"Welcome Home, Roscoe Jenkins",dubious,FAIL,27500000,42436517,43607627,41369248,63838791,65600536
2008,Wendy and Lucy,ok,PASS,300000,865695,1416046,451301,1302297,2130210
2008,What Happens In Vegas,ok,PASS,35000000,80277646,218535708,52651770,120764575,328751192
2008,Yes Man,notalk,FAIL,50000000,97690976,225990976,75216814,146960078,339966422
2007,[Rec],ok,PASS,2100000,#N/A,27117954,3279623,#N/A,42350799
2007,1408,ok,PASS,22500000,71985628,131263370,35138822,112421786,204997345
2007,28 Weeks Later,ok,PASS,15000000,28638916,64232714,23425881,44726123,100313863
2007,3:10 to Yuma,nowomen,FAIL,48000000,53606916,71171825,74962821,83719284,111150850
2007,30 Days of Night,men,FAIL,30000000,39568996,80276156,46851764,61795908,125369315
2007,88 Minutes,notalk,FAIL,30000000,16930884,32955399,46851764,26441392,51467285
2007,Across the Universe,ok,PASS,45000000,24343673,29367143,70277645,38018133,45863414
2007,Atonement,ok,PASS,30000000,50980159,130200290,46851764,79617011,203337105
2007,Becoming Jane,ok,PASS,16500000,18663911,39364948,25768469,29147905,61477241
2007,Beowulf,ok,PASS,150000000,82195215,194995215,234258816,128366358,304528988
2007,Blades of Glory,ok,PASS,61000000,118594548,145594548,95265251,185212123,227378710
2007,Bridge to Terabithia,ok,PASS,25000000,82234139,137984788,39043136,128427147,215494354
2007,Brooklyn Rules,ok,PASS,8000000,458232,458232,12493804,715633,715633
2007,Charlie Bartlett,men,FAIL,12000000,3950294,5295909,18740706,6169275,8270756
2007,Charlie Wilson&#39;s War,ok,PASS,75000000,66661095,119512771,117129408,104106328,186646135
2007,Death at a Funeral,ok,PASS,21000000,42739347,48977233,32796234,66747126,76488991
2007,Diary of the Dead,ok,PASS,2750000,952620,5394447,4294746,1487731,8424645
2007,Disturbia,ok,PASS,20000000,80209692,117573043,31234509,125265517,183616812
2007,Eastern Promises,ok,PASS,50000000,17181265,55367342,78086272,26832418,86468586
2007,Enchanted,ok,PASS,85000000,127706877,340384141,132746662,199443078,531586572
2007,Fantastic Four: Rise of the Silver Surfer,dubious,FAIL,120000000,131921738,288215319,187407053,206025535,450113196
2007,Gone Baby Gone,ok,PASS,19000000,20300218,34619699,29672783,31703367,54066464
2007,Hairspray,ok,PASS,75000000,118871849,202871849,117129408,185645190,316830128
2007,Halloween,ok,PASS,15000000,58269151,77514401,23425881,91000416,121056212
2007,Hannibal Rising,notalk,FAIL,50000000,27669725,80583311,78086272,43212513,125849007
2007,Harry Potter and the Order of the Phoenix,ok,PASS,150000000,292004738,942943935,234258816,456031228,1472619533
2007,Hitman,nowomen,FAIL,17500000,39687694,99965792,27330195,61981282,156119120
2007,Hostel: Part II,ok,PASS,7500000,17544812,33606409,11712941,27400179,52483984
2007,Hot Fuzz,notalk,FAIL,16000000,23618786,81742618,24987607,36886059,127659527
2007,Hot Rod,notalk,FAIL,25000000,13938332,14334401,39043136,21767848,22386399
2007,I Am Legend,ok,PASS,150000000,256393010,585410052,234258816,400415487,914249772
2007,Into the Wild,notalk,FAIL,20000000,18354356,56395211,31234509,28664465,88073836
2007,Juno,ok,PASS,7000000,143495265,231450102,10932078,224100206,361461513
2007,Knocked Up,ok,PASS,27500000,148761765,219154490,42947450,232325034,342259143
2007,Lars and the real Girl,ok,PASS,12500000,5956480,10553442,19521569,9302386,16481579
2007,Live Free or Die Hard,notalk,FAIL,110000000,134529403,383531464,171789798,210097991,598970845
2007,Michael Clayton,men,FAIL,21500000,49033882,92987651,33577097,76577462,145221180
2007,Music and Lyrics,men,FAIL,40000000,50572589,145021477,62469017,78980499,226483730
2007,No Country for Old Men,dubious,FAIL,25000000,74273505,164051250,39043136,115994823,256203011
2007,No Reservations,ok,PASS,28000000,43107979,91665799,43728313,67322828,143156810
2007,Paranormal Activity,dubious,FAIL,450000,107918810,194183034,702777,168539552,303260584
2007,Persepolis,ok,PASS,7300000,4443403,22742498,11400595,6939375,35517537
2007,Pirates of the Caribbean: At World&#39;s End,ok,PASS,300000000,309420425,960996492,468517633,483229750,1500812671
2007,Premonition,ok,PASS,20000000,47852604,81461343,31234509,74732629,127220252
2007,Ratatouille,nowomen,FAIL,150000000,206445654,626549695,234258816,322411430,978498600
2007,Resident Evil: Extinction,ok,PASS,45000000,50648679,146162920,70277645,79099330,228266350
2007,Rush Hour 3,notalk,FAIL,180000000,140125968,253025968,281110580,218838289,395157091
2007,Shooter,notalk,FAIL,60000000,47003582,95703582,93703527,73406690,149462719
2007,Shrek the Third,ok,PASS,160000000,322719944,807330936,249876070,503999947,1260829263
2007,St. Trinian&#39;s,ok,PASS,11400000,15000,22446568,17803670,23426,35055376
2007,Stardust,ok,PASS,70000000,38634938,135556675,109320781,60337166,211702308
2007,Sunshine,notalk,FAIL,40000000,3688560,32030610,62469017,5760519,50023018
2007,Superbad,notalk,FAIL,17500000,121463226,169863226,27330195,189692210,265279722
2007,Sydney White,ok,PASS,16500000,11892415,13636339,25768469,18572687,21296218
2007,Teeth,dubious,FAIL,2000000,347578,2350641,3123451,542821,3671055
2007,The Bucket List,notalk,FAIL,45000000,93466502,174310293,70277645,145969014,272224820
2007,The Golden Compass,ok,PASS,205000000,70107728,372234864,320153715,109489023,581328658
2007,The Kite Runner,nowomen,FAIL,20000000,15800078,74180745,31234509,24675384,115849957
2007,The Man from Earth,notalk,FAIL,200000,#N/A,#N/A,312346,#N/A,#N/A
2007,The Messengers,ok,PASS,16000000,35374833,53774833,24987607,55245777,83981525
2007,The Mist,ok,PASS,13000000,25593755,54777490,20302430,39970419,85547400
2007,The Number 23,notalk,FAIL,32000000,35193167,77593167,49975213,54962064,121179223
2007,The Savages,ok,PASS,9000000,6623082,10642023,14055528,10343436,16619919
2007,The Signal,men,FAIL,50000,251150,406299,78086,392227,634528
2007,The Simpsons Movie,ok,PASS,72500000,183135014,527071022,113225095,286006611,823140225
2007,The Visitor,dubious,FAIL,4000000,9427026,19174817,6246902,14722427,29945800
2007,There Will Be Blood,nowomen,FAIL,25000000,40222514,77208711,39043136,62816523,120578808
2007,TMNT,notalk,FAIL,35000000,54149098,96096018,54660391,84566024,150075596
2007,Transformers,notalk,FAIL,151000000,319246193,708272592,235820542,498574902,1106127326
2007,Tropa de Elite,ok,PASS,6537890,8744,14319195,10210390,13655,22362651
2007,Waitress,ok,PASS,1500000,19097550,22217183,2342588,29825130,34697140
2007,We Own the Night,nowomen,FAIL,28000000,28563179,55307857,43728313,44607844,86375687
2007,White Noise 2: The Light,notalk,FAIL,10000000,#N/A,8243567,15617255,#N/A,12874188
2006,300,nowomen,FAIL,60000000,210614939,454161935,96393416,338364888,729637000
2006,A Scanner Darkly,notalk,FAIL,20000000,5501616,7405084,32131139,8838660,11896689
2006,Akeelah and the Bee,ok,PASS,8000000,18848430,18959424,12852456,30281076,30459394
2006,Aquamarine,ok,PASS,12000000,18597342,22978953,19278683,29877689,36916996
2006,Bandidas,ok,PASS,35000000,#N/A,18400000,56229492,#N/A,29560648
2006,Black Christmas,ok,PASS,9000000,16235738,16235738,14459012,26083638,26083638
2006,Blood Diamond,notalk,FAIL,100000000,57377916,171377916,160655693,92180889,275328377
2006,"Bon Cop, Bad Cop",notalk,FAIL,8000000,12671300,12671300,12852456,20357164,20357164
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,notalk,FAIL,18000000,128505958,261572744,28918024,206452137,420231503
2006,Bug,ok,PASS,4000000,7006708,7006708,6426227,11256676,11256676
2006,Cars,notalk,FAIL,70000000,244082982,461667967,112458984,392133204,741695869
2006,Casino Royale,notalk,FAIL,102000000,167365000,596365000,163868806,268881400,958094318
2006,Children of Men,ok,PASS,76000000,35552383,69450202,122098326,57116926,111575703
2006,Clerks II,dubious,FAIL,5000000,24148068,25894473,8032785,38795246,41600944
2006,Crank,nowomen,FAIL,12000000,27838408,43924923,19278683,44723987,70567890
2006,Das Leben Der Anderen,nowomen,FAIL,2000000,11284657,81197047,3213114,18129443,130447678
2006,DOA: Dead or Alive,ok,PASS,30000000,480314,7756224,48196707,771652,12460815
2006,El laberinto del fauno (Pan's Labyrinth),ok,PASS,16000000,37634615,87041569,25704911,60462152,139837235
2006,Eragon,notalk,FAIL,100000000,75030163,249488115,160655693,120540227,400816858
2006,Fido,men,FAIL,8000000,298110,419801,12852456,478930,674434
2006,Final Destination 3,ok,PASS,25000000,54098051,112798051,40163924,86911599,181216489
2006,Flushed Away,nowomen,FAIL,149000000,64665672,177665672,239376982,103889082,285430016
2006,For Your Consideration,ok,PASS,12000000,5549923,5549923,19278683,8916268,8916268
2006,Friends with Money,ok,PASS,6500000,13368437,17518322,10442620,21477155,28144182
2006,Ice Age: The Meltdown,notalk,FAIL,75000000,195330621,651899282,120491769,313809761,1047313303
2006,Idlewild,ok,PASS,15000000,12669914,12669914,24098354,20354938,20354938
2006,Inside Man,dubious,FAIL,50000000,88634237,184634237,80327846,142395947,296625412
2006,Jackass Number Two,notalk,FAIL,11000000,72778712,85278712,17672126,116923143,137005105
2006,Lady in the Water,men,FAIL,75000000,42285169,72785169,120491769,67933531,116933516
2006,Last Holiday,ok,PASS,45000000,38399961,43343247,72295062,61691724,69633394
2006,Letters from Iwo Jima,notalk,FAIL,13000000,13756082,68756082,20885241,22099928,110460559
2006,Little Children,ok,PASS,14000000,5463019,14763019,22491797,8776650,23717630
2006,Little Miss Sunshine,ok,PASS,8000000,59891098,100550977,12852456,96218458,161540868
2006,London To Brighton,ok,PASS,825000,#N/A,610776,1325409,#N/A,981247
2006,Lucky Number Slevin,notalk,FAIL,27000000,22495466,55495466,43377036,36140246,89156625
2006,Man of the Year,notalk,FAIL,20000000,37442180,41342180,32131139,60152994,66418566
2006,Marie Antoinette,ok,PASS,40000000,15962471,60862471,64262277,25644619,97779025
2006,Miss Potter,ok,PASS,30000000,3005605,35891257,48196707,4828675,57661348
2006,Monster House,ok,PASS,75000000,73661010,141267370,120491769,118340605,226954071
2006,Nacho Libre,nowomen,FAIL,32000000,80197993,99296462,51409821,128842640,159525418
2006,Night at the Museum,ok,PASS,110000000,250863268,574480841,176721261,403026120,922936171
2006,Notes on a Scandal,ok,PASS,27500000,17510118,49752391,44180316,28131001,79930048
2006,Once,men,FAIL,150000,9445857,18997174,240983,15175307,30520041
2006,Open Season,notalk,FAIL,85000000,85105259,189901703,136557338,136726442,305087896
2006,Paris je t&#39;aime,dubious,FAIL,13000000,4857374,4857374,20885241,7803648,7803648
2006,Perfume: The Story of a Murderer,ok,PASS,63700000,2223293,133603463,102337676,3571847,214641568
2006,Pirates of the Caribbean: Dead Man&#39;s Chest,men,FAIL,225000000,423315812,1060615812,361475307,680080948,1703939675
2006,Poseidon,men,FAIL,160000000,60674817,181674817,257049107,97477547,291870935
2006,Quinceanera,ok,PASS,400000,1692693,2522787,642623,2719407,4053001
2006,Rang De Basanti,ok,PASS,5300000,2197694,29197694,8514752,3530721,46907757
2006,Running with Scissors,ok,PASS,12000000,6860000,8706701,19278683,11020981,13987810
2006,She&#39;s the Man,men,FAIL,25000000,33889159,55279608,40163924,54444863,88809837
2006,Sherrybaby,dubious,FAIL,2000000,199176,622806,3213114,319988,1000573
2006,Shortbus,ok,PASS,2000000,1985292,1985292,3213114,3189484,3189484
2006,Silent Hill,ok,PASS,50000000,46982632,99982632,80327846,75480272,160627790
2006,Slither,ok,PASS,15250000,7802450,12930343,24499993,12535080,20773332
2006,Smokin&#39; Aces,dubious,FAIL,17000000,35662731,56047261,27311468,57294207,90043114
2006,Snakes on a Plane,ok,PASS,33000000,34020814,62020814,53016378,54656375,99639968
2006,Southland Tales,ok,PASS,17000000,275380,364607,27311468,442413,585761
2006,Stick It,ok,PASS,20000000,26910736,30399714,32131139,43233629,48838870
2006,Stranger Than Fiction,ok,PASS,30000000,40435190,45235190,48196707,64961435,72672907
2006,Superman Returns,notalk,FAIL,232000000,200120000,390874000,372721205,321504171,627961330
2006,Take the Lead,ok,PASS,30000000,34742066,65390493,48196707,55815107,105053549
2006,The Ant Bully,men,FAIL,45000000,28142535,49610898,72295062,45212584,79702732
2006,The Break Up,notalk,FAIL,52000000,118806699,202944203,83540960,190869725,326041414
2006,The Da Vinci Code,notalk,FAIL,125000000,217536138,767820459,200819615,349484189,1233547273
2006,The Dead Girl,ok,PASS,3300000,19875,19875,5301638,31930,31930
2006,The Departed,notalk,FAIL,90000000,133311000,290539042,144590123,214171710,466767509
2006,The Devil Wears Prada,ok,PASS,35000000,124740460,326551094,56229492,200402650,524622920
2006,The Fountain,dubious,FAIL,35000000,10144010,15461638,56229492,16296930,24840002
2006,The Grudge 2,ok,PASS,20000000,39143839,70743839,32131139,62886805,113654005
2006,The History Boys,notalk,FAIL,3700000,2730296,13425589,5944260,4386376,21568973
2006,The Holiday,ok,PASS,85000000,63280000,205190324,136557338,101662922,329649936
2006,The Host,ok,PASS,50000000,26623701,58188384,80327846,42772491,93482952
2006,The Illusionist,nowomen,FAIL,16500000,39868642,83792062,26508190,64051243,134616717
2006,The Lake House,dubious,FAIL,40000000,52330111,114830111,64262277,84071302,184481110
2006,The Painted Veil,dubious,FAIL,19400000,8060487,15118795,31167204,12949631,24289205
2006,The Prestige,notalk,FAIL,40000000,53089891,107896006,64262277,85291932,173341076
2006,The Pursuit of Happyness,nowomen,FAIL,55000000,162586036,307325633,88360631,261203721,493736123
2006,The Queen,dubious,FAIL,15000000,56441711,128885873,24098354,90676821,207062491
2006,The Wind That Shakes the Barley,notalk,FAIL,8300000,1829142,25670174,13334423,2938621,41240595
2006,Ultraviolet,notalk,FAIL,30000000,18522064,20722064,48196707,29756750,33291176
2006,Volver,ok,PASS,9400000,12899867,85599867,15101636,20724370,137521059
2006,We Are Marshall,notalk,FAIL,65000000,43545364,43545364,104426201,69958106,69958106
2006,When a Stranger Calls,ok,PASS,15000000,47860214,66944472,24098354,76890157,107550105
2006,Wristcutters: A Love Story,notalk,FAIL,1000000,446165,460136,1606556,716790,739235
2006,X-Men: The Last Stand,ok,PASS,210000000,234362462,459359555,337376954,376516635,737987272
2006,"You, Me and Dupree",notalk,FAIL,54000000,75802010,130402010,86754074,121780244,209498252
2006,Zoom,ok,PASS,35000000,11989328,12506188,56229492,19261539,20091902
2006,Zwartboek,ok,PASS,22000000,4398532,27238354,35344253,7066492,43759966
2005,AEon Flux,ok,PASS,55000000,25857987,47953341,91207383,42880715,79521794
2005,Assault on Precinct 13,ok,PASS,30000000,20040895,36040895,49749482,33234138,59767195
2005,Batman Begins,notalk,FAIL,150000000,205343774,373298774,248747407,340524876,619047348
2005,Beauty Shop,ok,PASS,25000000,36351350,38351350,41457901,60282027,63598659
2005,Bewitched,ok,PASS,80000000,63313159,131159306,132665284,104993227,217503582
2005,BloodRayne,dubious,FAIL,25000000,2405420,3605420,41457901,3988947,5978927
2005,Boogeyman,men,FAIL,20000000,46752382,67192859,33166322,77530226,111426997
2005,Boynton Beach Club,ok,PASS,2900000,3127472,3127472,4809116,5186337,5186337
2005,Brick,notalk,FAIL,450000,2075743,4087493,746242,3442238,6778356
2005,Brokeback Mountain,notalk,FAIL,13900000,83043761,174097801,23050592,137712802,288709177
2005,Capote,dubious,FAIL,7000000,28750530,49924079,11608212,47677466,82789901
2005,Charlie and the Chocolate Factory,ok,PASS,150000000,206459076,474459076,248747407,342374399,786803100
2005,Chinjeolhan geumjassi,ok,PASS,4500000,211667,23471871,7462422,351011,38923781
2005,Cinderella Man,men,FAIL,88000000,61649911,108539911,145931812,102235037,179993477
2005,Coach Carter,ok,PASS,45000000,67264877,76669806,74624222,111546426,127142770
2005,Constantine,notalk,FAIL,75000000,75976178,230884728,124373704,125992515,382879849
2005,Conversations with Other Women,nowomen,FAIL,450000,379418,909061,746242,629195,1507511
2005,Corpse Bride,dubious,FAIL,30000000,53359111,114770654,49749482,88486270,190326017
2005,Cursed,ok,PASS,35000000,19294901,25114901,58041062,31997044,41648444
2005,Danny the dog,notalk,FAIL,43000000,24537621,49037621,71307591,40691131,81319873
2005,Dark Water,ok,PASS,60000000,25473093,49473093,99498963,42242439,82042024
2005,Dear Wendy,notalk,FAIL,8000000,23106,446438,13266528,38317,740335
2005,Domino,ok,PASS,50000000,10169202,22969202,82915802,16863751,38090196
2005,Doom,notalk,FAIL,70000000,28212337,54612337,116082123,46784972,90564515
2005,Fantastic Four,notalk,FAIL,87500000,154696080,330717080,145102655,256534992,548433442
2005,Flightplan,ok,PASS,55000000,89706988,225706988,91207383,148762539,374293520
2005,Fun with Dick and Jane,ok,PASS,140000000,110550000,201798116,232164247,183326839,334645055
2005,"Good Night, and Good Luck.",notalk,FAIL,7000000,31501218,56586901,11608212,52238976,93838967
2005,Hard Candy,ok,PASS,950000,1024640,8267066,1575400,1699176,13709409
2005,Harry Potter and the Goblet of Fire,notalk,FAIL,150000000,290013036,896911078,248747407,480933272,1487362036
2005,Herbie Fully Loaded,ok,PASS,50000000,66010682,144110682,82915802,109466573,238981057
2005,Hide and Seek,ok,PASS,25000000,51100486,123100486,41457901,84740756,204139512
2005,Hitch,men,FAIL,55000000,177784257,366784257,91207383,294822486,608244220
2005,Hoodwinked!,ok,PASS,17500000,51386611,109843390,29020531,85215241,182155056
2005,Hostel,notalk,FAIL,4800000,47326473,82241110,7959917,78482250,136381753
2005,Hustle &amp; Flow,dubious,FAIL,2800000,22202809,23563727,4643285,36819275,39076107
2005,Ice Princess,ok,PASS,25000000,24381334,25732334,41457901,40431957,42672343
2005,Jarhead,nowomen,FAIL,72000000,62647540,96947540,119398755,103889421,160769662
2005,Junebug,ok,PASS,1000000,2678010,3557954,1658316,4440987,5900212
2005,Just Like Heaven,ok,PASS,58000000,48318130,100687083,96182330,80126731,166971006
2005,King Kong,nowomen,FAIL,207000000,218080025,550517357,343271423,361645606,912931769
2005,Kingdom of Heaven,nowomen,FAIL,110000000,47398413,218853353,182414765,78601549,362928028
2005,Kiss Kiss Bang Bang,notalk,FAIL,15000000,4235837,13105837,24874741,7024357,21733620
2005,Lord of War,men,FAIL,42000000,24149632,62142629,69649273,40047722,103052119
2005,Madagascar,nowomen,FAIL,75000000,193595521,556559566,124373704,321042559,922951661
2005,Man of the House,ok,PASS,50000000,19699706,22099706,82915802,32668339,36648297
2005,Match Point,ok,PASS,15000000,23089926,87989926,24874741,38290395,145915107
2005,Me and You and Everyone We Know,ok,PASS,2000000,3885134,8425527,3316632,6442781,13972187
2005,Memoirs of a Geisha,ok,PASS,85000000,57010853,161510853,140956864,94542012,267836039
2005,MirrorMask,ok,PASS,4000000,864959,963224,6633265,1434376,1597330
2005,Miss Congeniality 2: Armed &amp; Fabulous,ok,PASS,60000000,48478006,101382396,99498963,80391855,168124054
2005,Mr. &amp; Mrs. Smith,men,FAIL,110000000,186336279,478336279,182414765,309004442,793232729
2005,Munich,notalk,FAIL,75000000,47379090,130279090,124373704,78569505,216043905
2005,North Country,ok,PASS,30000000,18324242,25224242,49749482,30387385,41829765
2005,Oliver Twist,notalk,FAIL,65000000,2070920,26670920,107790543,3434240,44228814
2005,Pride and Prejudice,ok,PASS,28000000,38372662,120918508,46432850,63634001,200521103
2005,Proof,ok,PASS,20000000,7535331,8284331,33166322,12495961,13738039
2005,Red Eye,ok,PASS,26000000,57891803,95555805,43116217,96002906,158461725
2005,Rent,ok,PASS,40000000,29077547,31670620,66332642,48219763,52519898
2005,Robots,notalk,FAIL,80000000,128200012,260700012,132665284,212596137,432323014
2005,Saw II,dubious,FAIL,5000000,87025093,152925093,8291581,144315108,253598136
2005,Serenity,ok,PASS,39000000,25514517,38514517,64674326,42311133,63869242
2005,Shopgirl,men,FAIL,7500000,10284523,11758418,12437370,17054990,19499173
2005,Sin City,ok,PASS,40000000,74103820,158753820,66332642,122887554,263264008
2005,Sisters in Law,ok,PASS,300000,33312,33312,497495,55241,55241
2005,Sky High,ok,PASS,60000000,63939454,81627454,99498963,106031823,135364117
2005,Son of the Mask,notalk,FAIL,100000000,17018422,59918422,165831605,28221922,99363680
2005,Star Wars: Episode III - Revenge of the Sith,notalk,FAIL,115000000,380270577,848998877,190706346,630608800,1407908464
2005,Stealth,notalk,FAIL,138000000,32116746,76416746,228847615,53259715,126723117
2005,Strangers with Candy,ok,PASS,2000000,2072645,2077844,3316632,3437100,3445722
2005,Thank You for Smoking,notalk,FAIL,7500000,24793509,40016662,12437370,41115474,66360272
2005,The 40 Year Old Virgin,men,FAIL,26000000,109449237,177360047,43116217,181501427,294119013
2005,The Adventures of Sharkboy and Lavagirl 3-D,notalk,FAIL,50000000,39177684,69425966,82915802,64968982,115130193
2005,The Amityville Horror,ok,PASS,18500000,65233369,109175673,30678847,108177542,181047771
2005,The Ballad of Jack and Rose,ok,PASS,1500000,712294,1126258,2487475,1181208,1867692
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",ok,PASS,180000000,291710957,748806957,298496889,483748962,1241758595
2005,The Constant Gardener,ok,PASS,25500000,33579798,81079798,42287060,55685917,134455930
2005,The Descent,ok,PASS,7000000,26024456,57029609,11608212,43156773,94573116
2005,The Devil&#39;s Rejects,ok,PASS,7000000,17044981,20940428,11608212,28265966,34725847
2005,The Exorcism of Emily Rose,ok,PASS,18000000,75072454,144587700,29849688,124493856,239772103
2005,The Fog,ok,PASS,18000000,29511112,37048526,29849688,48938750,61438165
2005,The Hitchhiker&#39;s Guide to the Galaxy,notalk,FAIL,45000000,51019112,104019112,74624222,84605812,172496563
2005,The Island,ok,PASS,120000000,35818913,163018913,198997925,59399079,270336880
2005,The Jacket,men,FAIL,28500000,6301131,15452978,47262007,10449267,25625922
2005,The Legend of Zorro,notalk,FAIL,80000000,45575336,141475336,132665284,75578312,234610821
2005,The New World,dubious,FAIL,30000000,12712093,26184400,49749482,21080668,43422011
2005,The Ring Two,ok,PASS,50000000,75941727,161941727,82915802,125935384,268550565
2005,The Skeleton Key,ok,PASS,40000000,47907715,92256918,66332642,79446132,152991128
2005,The Squid and the Whale,men,FAIL,1500000,7372734,11191423,2487475,12226323,18558916
2005,The Wedding Date,ok,PASS,15000000,31726995,47175038,24874741,52613385,78231122
2005,Transamerica,ok,PASS,1000000,9015303,16553163,1658316,14950221,27450376
2005,Tristram Shandy: A Cock and Bull Story,men,FAIL,4750000,1253413,3061763,7877001,2078555,5077371
2005,V for Vendetta,ok,PASS,50000000,70511035,129231542,82915802,116929581,214306740
2005,Waiting...,ok,PASS,1125000,16124543,18673274,1865605,26739588,30966191
2005,Walk the Line,ok,PASS,29000000,119519402,187707495,48091166,198200942,311278351
2005,War of the Worlds,notalk,FAIL,132000000,234280354,606836535,218897718,388510871,1006326765
2005,Water,ok,PASS,3000000,5529144,8119205,4974948,9169068,13464209
2005,White Noise,notalk,FAIL,10000000,56094360,92094360,16583160,93022178,152721555
2005,"Yours, Mine and Ours",ok,PASS,45000000,53359917,72359917,74624222,88487607,119995611
2005,Zathura: A Space Adventure,nowomen,FAIL,65000000,28045540,58545540,107790543,46508369,97087009
2004,13 Going on 30,ok,PASS,30000000,57139723,96439723,51424143,97945376,165311003
2004,2046,ok,PASS,12000000,1442338,19202856,20569658,2472367,32916347
2004,50 First Dates,men,FAIL,75000000,120776832,196324496,128560358,207028169,336527298
2004,A Cinderella Story,ok,PASS,19000000,51438175,70067909,32568624,88172135,120106072
2004,A Home at the End of The World,dubious,FAIL,6500000,1029017,1033810,11141898,1763877,1772093
2004,A Very Long Engagement,ok,PASS,55000000,6167817,59606587,94277595,10572490,102173922
2004,Anchorman: The Legend of Ron Burgundy,men,FAIL,25000000,84136909,89366354,42853453,144222281,153186272
2004,Around the World in 80 Days,notalk,FAIL,110000000,24004159,72004159,188555190,41146444,123425072
2004,AVP: Alien vs. Predator,dubious,FAIL,70000000,80281096,172543519,119989666,137612886,295763420
2004,Banlieue 13,nowomen,FAIL,15000000,1200216,11208291,25712071,2057336,19212559
2004,Before Sunset,nowomen,FAIL,2000000,5792822,11293790,3428277,9929697,19359115
2004,Bridget Jones: The Edge of Reason,ok,PASS,50000000,40203020,263894551,85706905,68913528,452351705
2004,Catwoman,ok,PASS,100000000,40202379,82145379,171413810,68912429,140808523
2004,Cellular,ok,PASS,45000000,32003620,61475984,77136214,54858624,105378327
2004,Closer,ok,PASS,35000000,33987757,115476509,59994834,58259709,197942683
2004,Collateral,nowomen,FAIL,60000000,100170152,217670152,102848286,171705474,373116701
2004,Connie and Carla,ok,PASS,20000000,8047525,8047525,34282763,13794570,13794570
2004,Crash,ok,PASS,7303082,55334418,101173038,12518492,94850834,173424559
2004,D.E.B.S.,ok,PASS,3500000,96793,96793,5999483,165916,165916
2004,Dawn of the Dead,ok,PASS,28000000,58990765,103452875,47995867,101118317,177332515
2004,Dodgeball: A True Underdog Story,ok,PASS,30000000,114326736,167791704,51424143,195971813,287618152
2004,Ella Enchanted,ok,PASS,35000000,22913677,22913677,59994834,39277206,39277206
2004,Eternal Sunshine of the Spotless Mind,men,FAIL,20000000,34366518,72993444,34282763,58908958,125120843
2004,Eulogy,ok,PASS,10000000,70527,70527,17141381,120892,120892
2004,Finding Neverland,ok,PASS,25000000,51676606,115036108,42853453,88580839,197187776
2004,Flight of the Phoenix,nowomen,FAIL,75000000,21009180,34009180,128560358,36012636,58296432
2004,Garden State,ok,PASS,2500000,26782316,36028802,4285345,45908588,61758342
2004,Harold and Kumar Go to White Castle,ok,PASS,9000000,18225165,18225165,15427243,31240450,31240450
2004,Harry Potter and the Prisoner of  Azkaban,ok,PASS,130000000,249538952,796688549,222837953,427744225,1365634195
2004,Hellboy,notalk,FAIL,60000000,59623958,99823958,102848286,102203698,171112050
2004,Home on the Range,ok,PASS,110000000,50026353,76482461,188555190,85752077,131101500
2004,I Heart Huckabees,ok,PASS,22000000,12784713,20034713,37711038,21914764,34342264
2004,"I, Robot",notalk,FAIL,105000000,144801023,348601023,179984500,248208950,597550294
2004,In Good Company,notalk,FAIL,26000000,45489752,63489752,44567591,77975717,108830203
2004,Kinsey,ok,PASS,11000000,10214647,13000959,18855520,17509316,22285439
2004,Kung Fu Hustle,nowomen,FAIL,20000000,17104669,101004669,34282763,29319765,173135951
2004,Layer Cake,notalk,FAIL,6500000,2339957,11850214,11141898,4011009,20312904
2004,Lemony Snicket&#39;s A Series of Unfortunate Events,ok,PASS,100000000,118627117,201627117,171413810,203343261,345616722
